"proteins","genes","sub-UTD-DN0024.ganglia","sub-UTD-DN0024.nerve.root","sub-UTD-DN0046.ganglia","sub-UTD-DN0046.nerve.root","sub-UTD-DN0093.ganglia","sub-UTD-DN0093.nerve.root","sub-UTD-DN0123.ganglia","sub-UTD-DN0123.nerve.root","sub-UTD-DN0178.ganglia","sub-UTD-DN0178.nerve.root","sub-UTD-DN0181.ganglia","sub-UTD-DN0181.nerve.root","sub-UTD-DN0245.ganglia","sub-UTD-DN0245.nerve.root","sub-UTD-DN0251.ganglia","sub-UTD-DN0251.nerve.root"
"CDKAL1;CDKAL1","CDKAL1",13.4233517589241,13.5446695373995,13.3851714363319,13.5933081324719,13.7577534877094,13.395440324435,13.5165410611091,13.6304195165541,13.3328835324632,13.7328653468777,13.5346770190068,13.548445309485,13.6501949657976,13.3808100918173,14.064423257975,13.686270189353
"CDKL5;CDKL5","CDKL5",11.6356860115384,11.3675440231522,11.9945742824467,11.4085208135497,11.6392909596896,12.230428801147,11.9905758391647,11.7747541209822,11.2463203969096,12.0432453962951,12.1724141778098,12.100806864056,11.5975562937476,11.7138237185157,11.3972730914155,11.5233606028487
"CDKN1B","CDKN1B",13.8096775039125,14.1202535032114,13.6420694110672,14.2872246576765,13.7629901904531,14.0186353912233,13.3826868490592,13.8901432958433,13.5830487283758,13.3233471882248,13.6389922713574,14.6245403707736,13.6702674730933,14.2140303231304,13.2117174026244,14.0156469418404
"CDKN1C;CDKN1C","CDKN1C",11.6745453616178,12.4271559445775,11.6978360159869,13.3766030257213,11.6053471474916,12.4826721041673,11.5519036244623,12.444660347205,12.2439960804906,12.522196287089,11.2656529669535,12.7569445979273,12.3314082327802,13.0574735503765,NA,11.9753033484354
"CDKN2A;CDKN2A","CDKN2A",11.1524186240365,11.7605512853095,12.1900305747024,10.7814122438885,11.8264360744089,NA,11.7441183121409,11.8774497063398,11.7694872997239,NA,12.0897701322904,12.2241330585969,11.8299768213722,NA,11.8808643917412,NA
"CDKN2AIP","CDKN2AIP",14.6413031821207,14.357787882451,14.7082707245426,14.4839867765837,14.6026133252059,14.3728361263769,14.5143084308085,14.43302667434,14.7598495956611,14.4578529089315,14.4820266499843,14.554564092484,14.7442327786894,14.6172258272639,14.2582281571276,14.3612191030826
"CDKN2C","CDKN2C",14.1456610252828,13.7875271594622,13.6098727523943,13.4750140277284,14.0191365140027,13.5207638748535,14.1732696666704,13.710702154009,14.2067751932346,13.3735992768362,13.8250931688066,14.5735907599972,13.7649386778677,13.4092165375283,13.5265239937175,13.6642075995637
"CDKN2D","CDKN2D",12.7086727780035,12.4497426462573,13.169110317731,12.4644137844196,13.2051990907229,12.3236424756216,13.3173594219044,12.6757941022238,12.9429125425287,11.8672308556512,13.1570551630238,12.9617290487373,13.1020635745589,12.1068294048194,12.3726027229382,12.7805330631213
"CDNF","CDNF",NA,NA,12.8195384647443,NA,12.3058594016533,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9077882436735,NA
"CDO1","CDO1",13.8064427066108,12.1850733004886,12.5514923188692,NA,12.6987882185573,NA,12.8276618708192,12.8538452113686,13.1830755633632,12.1951016102631,12.2293811056868,NA,13.0872624776929,12.5546349468559,13.2612795024472,NA
"CDR2L","CDR2L",14.1086533007124,13.9726525698755,13.8554282753988,13.4534559001381,14.0910780612591,13.8877224714055,13.9287329011287,13.9989601666458,13.9821766346703,13.5429715956024,14.1486558377513,13.9270158255681,13.9320741171329,13.614668368156,13.6409637738158,13.8946798668483
"CDS1","CDS1",13.1723655337928,12.1354257331327,13.5327356767614,11.9037626485774,13.2332602976293,10.6614981679043,13.1573516010845,12.0032435778711,13.0645624204503,11.1559866028714,13.2822919881863,11.5074615079319,13.1501803087425,12.1277089349145,12.6012401719041,11.5661974473968
"CDS1;CDS2","CDS1",12.6256060059306,11.9567290413014,13.050450610995,11.3862846012515,12.678465749782,11.5840675305935,12.8255557165156,11.2470688835026,11.7601882083425,11.2818567679788,12.6220462084723,11.9390224863779,12.2206498153864,12.4748895670015,12.3672270229776,11.6069027228801
"CDS2","CDS2",16.0995041944397,15.2483814741303,17.3013064502916,15.1280095735907,16.3464685122138,14.8060414575822,16.7522581914623,14.8316189499896,16.5992670135029,14.9262670005329,16.9986338172819,15.0055269091838,16.3678853872725,15.1059070472196,16.2057450791365,15.0042389974568
"CDV3","CDV3",14.5793099064763,14.369249378722,14.7484689113557,14.9995015200254,15.0596017732551,13.8976615879446,14.3492710939749,15.2415186150666,14.8036582978301,13.9922355387554,14.6959103312021,14.9984157980884,14.815849164931,14.5219746092888,13.0905915984361,14.7019366458749
"CDV3;CDV3","CDV3",14.9058193140383,15.3269302989148,15.1873424117243,15.7088664927217,15.6251363049859,15.2204454565357,15.2511173280274,15.9982643216213,15.2522155218028,15.0209780798171,15.5568103778941,15.8511272705891,15.2618084439467,15.3641711957352,14.3757106290338,15.5939421835752
"CDYL","CDYL",13.1023142683813,13.1523060270681,12.740648437777,12.8063216308447,12.8406568335356,12.7372926530791,12.9551334142069,13.0027779971913,12.9334143902872,13.1221280870263,12.9645752190549,12.824952249047,13.001532792867,12.8470401361708,13.0215116109222,12.8926084289123
"CEACAM1;CEACAM1","CEACAM1",10.4239501961749,10.5141550884097,11.9541385795812,10.6933391404911,11.3840559080498,10.9372282729657,11.4164932490343,11.2674563505373,11.4480652071738,10.5224072896272,11.1355677096398,NA,11.7084136945395,10.7883917313867,11.3358334127321,11.0971110010958
"CEACAM20;CEACAM20","CEACAM20",14.9771398380594,14.8781080366849,NA,14.8507134312132,NA,14.7811829981757,14.8925639678941,NA,15.103306920306,NA,NA,14.5571813474292,15.2330862861426,14.622114234577,14.498631327052,14.7942244675865
"CEACAM8","CEACAM8",NA,NA,NA,11.7256839331218,NA,11.5727551850074,NA,11.0131900538527,NA,11.5609059766583,NA,11.6191057522157,10.0447902596275,NA,11.2988472995353,NA
"CEBPB;CEBPB","CEBPB",13.7204275551595,13.7027906041031,12.6921207200586,13.9637137162808,13.6896920235059,12.5522754165809,12.3524279253077,13.2391705083222,13.2382398306598,12.7265467473469,13.0895317459827,13.716793780674,12.3248368229445,13.4325099191309,13.2727961622808,13.3277022752298
"CEBPD","CEBPD",12.0504090470184,11.9131451153573,11.6286186896058,12.1640998852287,12.4154228442894,11.8574957926508,11.7929794803981,12.074250597257,11.8091127905227,12.0894070784002,11.0678914330918,12.3148489194885,11.6120939033221,12.0572701202101,12.4758400576746,12.2196637652076
"CEBPZ","CEBPZ",12.756218933061,12.8762688150638,12.7818206557136,13.1658405704901,12.9605270445115,12.7433848281251,12.9228479954893,13.2029196799776,12.8703875871157,13.2482791255459,12.6168047217518,12.6990346340216,12.737985781455,12.8067926351894,13.3009440638622,12.7922568266175
"CELF1;CELF1","CELF1",14.2597785578438,13.8979447007539,14.4352914257353,13.9827477421204,14.4748681758682,14.0606463155089,14.4700265267694,14.0785701141463,14.4568842429025,14.0738252894677,14.2987315421492,13.6992892861663,14.4051774762088,13.7491083846233,14.7372499313694,14.1521362378858
"CELF1;CELF1;CELF2","CELF1",NA,NA,15.3144734944523,15.171063398366,15.479196071487,15.2602579998152,NA,NA,NA,NA,NA,NA,15.6252693476547,NA,15.6153796263237,NA
"CELF2","CELF2",14.610335065986,14.6262704634769,14.4602800890718,14.3318608662668,14.6296329189532,14.6331685216092,14.8280180456647,14.8638086097056,14.6897821125753,14.7639424260004,14.5416415130608,14.6119092647056,14.7640066406009,14.8024791894854,14.869874546811,14.8452855757702
"CELF4;CELF4","CELF4",13.2415245159194,NA,13.4379087277421,NA,13.0464764103585,NA,13.2569121710674,NA,13.0616409528695,NA,13.1842876348168,NA,13.0861750623476,NA,13.0844674502291,NA
"CELF4;CELF4;CELF6;CELF6","CELF4",12.1028352558134,NA,12.6991304656193,NA,NA,NA,12.7061097078973,NA,11.9942631321158,NA,12.6582812226674,NA,12.2169164557859,NA,12.0857014393434,NA
"CELF6;CELF6","CELF6",10.1563771702307,NA,11.8848634066077,NA,11.3061786483958,NA,11.2031417734005,NA,11.4073973461625,NA,11.612796340477,NA,10.8791749397724,NA,10.0996650724209,NA
"CELSR2","CELSR2",13.0502885026673,12.9189670967506,13.0021911609226,12.5673471103664,12.8006361044021,12.1065385270982,13.1665738190755,NA,12.7790213633143,12.329888461316,13.0410444682931,12.3919015347117,12.8872505684411,12.6843800175627,12.9074208151369,NA
"CEMIP","CEMIP",NA,12.9308942663954,NA,12.7627863494006,NA,10.7753614613748,NA,11.6867214093825,NA,11.0567437689429,NA,12.6426579177092,NA,13.8085172918841,11.9798767861557,13.1801497817349
"CEMIP2","CEMIP2",13.6728676012363,15.4605246549146,13.43082362282,15.2801815545414,13.7915727175475,15.185562274519,12.5573751459329,14.8968429808229,13.2202287690042,15.1876693097027,13.7261329918219,15.3358839979563,13.3825448094234,15.0084859433108,13.6395092711363,15.4253078642981
"CEMIP2;CEMIP2","CEMIP2",13.5624182414796,14.9912093161555,13.4087096185404,14.8825505342416,13.7638516559739,14.8418021459074,13.6274654094537,14.7549309807748,13.472413162799,14.7682405789514,13.6470932610026,14.9829323748361,13.6143150311835,14.648442990078,13.7714261633102,14.9785198403574
"CEND1","CEND1",16.2621410017625,16.3975155537359,17.4801568990086,16.2329983766624,16.7279824533999,15.7866677513141,16.28978731002,15.8815827539728,16.1445203748923,15.244036699122,16.535709624415,16.0163244138659,16.305493250156,14.9025222280688,15.8999543080591,16.2904938569105
"CENPB","CENPB",11.8294604864281,11.8351636540737,11.0161572265084,11.7566878268507,10.9560448026912,10.777264231924,11.4228778725696,11.165238284101,11.6134007468501,11.8489226612909,11.3478712262634,11.6331005940416,11.3903035335157,11.4180346944325,11.1802047063851,11.0854033015525
"CENPC","CENPC",13.735614832586,13.8797317679207,13.4941762098437,13.6522077376361,13.4845817621054,13.3578310123269,13.3373926302671,13.2488042450018,13.536811465021,13.699730543631,13.6336353136501,13.6662152923997,13.5711862995814,13.7641744037341,13.1818243526081,13.5420899522109
"CENPV","CENPV",NA,NA,13.2090049755648,13.894116639019,12.697638381881,12.4043729352631,NA,NA,12.8031140306172,13.9813622737943,13.7069921079565,14.7027018710344,13.8044210106912,15.0034182104845,13.2100793848709,13.2430895330739
"CENPV;CENPV","CENPV",12.8392469397969,12.9020237155004,12.6046667072068,13.5929269467288,12.6575854928987,13.1246116838691,12.5402632536544,12.6191102518034,13.2251777981368,14.0325820374734,13.2671354068817,14.1746927914169,13.2069350039661,14.3560193815035,12.9472186844429,12.8861658104722
"CEP131","CEP131",11.7705664062963,12.7718899509932,12.0952750022058,12.2329491227899,12.0092435167125,11.8866124574662,11.9057980326857,11.7268988605051,11.780361201324,11.9126046669764,12.1541085529776,11.6518814613641,12.1176511159134,11.4602504956283,12.2655985718582,12.2018083317346
"CEP135","CEP135",15.6994300663148,15.886447154838,15.6808140195165,15.4973571894432,15.7848741491147,15.791620647814,15.6056838416458,15.3450965171097,15.7426672168502,15.9720628909434,15.5013896987772,15.7470482230438,15.7043941730067,15.8140020559728,15.5516543593261,15.5714342427823
"CEP170","CEP170",14.5482599836016,14.0958620854529,14.3978238505329,13.8805556098004,14.4023383988181,13.8050988882833,14.1767322802867,14.0307539545677,14.3977664569664,13.6987884604537,14.3501312137625,14.0145856190861,14.3108486407783,13.7506018154842,13.3990237747982,14.0376246837308
"CEP170;CEP170","CEP170",14.8762686886021,14.6797530287296,14.8849872436289,14.5425549446273,14.8441930446979,14.5783684735544,14.7939357982749,14.5674007246335,14.8159246998495,14.3688321912906,14.8704177994659,14.6255561859898,14.7778628465488,14.4535785371499,14.3396249631589,14.6030482349531
"CEP170;CEP170;CEP170B","CEP170",14.1143487166372,14.1991951362302,14.02564915204,13.822409687694,14.0919636590762,14.3207500542189,14.1815841474042,14.0425402076869,14.1076654948689,14.0086090131519,14.3182694666174,14.2147149453584,14.0763245708341,13.975084096213,14.2055112968322,14.1744263936773
"CEP170B","CEP170B",13.7713498469263,13.9137761180247,14.0454004689005,13.6650575696224,13.8576507443757,14.0095462600231,13.8611637677143,13.6433658731724,13.8736179751126,13.4139467788329,14.1427155583349,14.1891329026039,13.9374030644319,13.6016844814386,13.2616026830862,13.746306125392
"CEP192","CEP192",11.9475577879878,11.9239344177702,12.6170490253518,11.9508532019084,11.9028327877638,11.8069013605828,12.4142119757674,11.3634865171612,NA,11.9752522243448,11.4453902824825,11.8272912817681,12.2853013885267,11.8778681754346,12.1255817790691,NA
"CEP250","CEP250",10.4898046046938,NA,10.346801800188,10.0732755305834,9.79839727478382,NA,10.2094533656289,10.4790931027678,9.98464405395145,10.1782953409991,NA,NA,9.94970641380763,NA,10.0161536346708,NA
"CEP250;CEP250","CEP250",12.1148712431659,11.9154088269768,11.6102800528442,11.7816923082223,11.7429612665834,11.9923420542365,11.9300547726521,11.8844063745909,12.2525229969482,11.9487758375616,11.6624161806146,12.0279714129481,11.604644924459,12.0696455394197,11.8934763516925,NA
"CEP290","CEP290",15.0189451581836,14.2764839734589,15.6854642131307,14.5176623936046,15.3924352162607,14.9959988514732,15.6837574435743,14.839481743809,15.891467177666,14.4567850065246,15.3804573926915,15.5014241776551,15.5537840998593,13.9279209756556,15.5423734463582,NA
"CEP350","CEP350",14.6241721749731,14.136197918549,14.4838612906084,14.9483377915685,14.5622817041651,14.6012320158807,14.5119678697747,14.2771204592105,14.6980337938034,14.8884586577033,14.1315974016724,14.0019739927867,14.3785458677783,14.4073823367274,14.4025482087902,14.0631407307777
"CEP41","CEP41",13.3198819349093,13.3803380012232,13.7489108341595,13.463990099907,13.4470808999607,13.6366671950348,13.6196241495733,13.616416314619,13.5113519761662,13.3863307052793,13.6123694941444,13.463839491688,13.5194011928109,13.5615083848182,13.5833389016148,13.549525699818
"CEP44;CEP44","CEP44",12.6684905597028,13.0702690695587,12.5999265769338,12.7874917388146,12.6293241712756,12.6601961115114,12.6027098220994,12.7763382205946,12.6814675366256,12.8585291023141,12.6367931734327,12.9759846315361,12.3348726009254,12.796302617222,12.5547301077189,12.6712165200277
"CEP68","CEP68",10.5861280855552,NA,NA,11.2909922224156,11.1159019869552,NA,10.842263904847,NA,10.5663395036684,12.3148120006737,NA,11.415747049009,10.4426989944435,NA,10.5677944997296,NA
"CEP68;CEP68","CEP68",13.1703730251479,13.0071842211172,12.9363379296714,13.0824258123343,13.0957695598036,12.7728527472656,12.8126000378802,12.5759679097171,12.9206927608138,13.0512519659333,13.2789651262311,13.5087042972782,12.9938531397586,13.3370550181897,12.5762762631818,NA
"CEP85;CEP85","CEP85",15.1576109344852,16.3923442583744,15.2412848100175,NA,15.5661680930116,NA,15.2913677022167,15.2406560191302,15.150203445683,16.2013141473862,14.8719581637343,NA,15.1712432689514,NA,15.666301073932,NA
"CEP97","CEP97",12.4314740988975,12.8831827147047,11.9464846700945,12.829174869809,12.1309418856218,12.3536489958027,12.208296914071,12.6192859731514,12.6621056338081,12.5313303915055,12.6244367932928,12.4799892223431,12.1984050635197,NA,12.5356584790624,12.417867272875
"CEP97;CEP97","CEP97",12.3815992760107,12.3262272907995,12.2730245067158,12.2969249696768,12.2628436205947,12.3712852398482,12.106381678883,12.3513188417016,12.2193461402445,11.5546304211277,12.2873583786052,12.1080065782636,12.133127674332,11.8957062578716,12.3480846793336,12.2227512015247
"CEPT1","CEPT1",16.577220368639,16.4589901788459,16.1141748767347,16.5285634551052,16.4222082611393,16.2558792025115,15.9337886243993,16.111481171777,16.0239615246259,16.5020673714982,16.219412078538,16.4743395298421,16.0883157620882,16.5640340098269,16.6424169152542,16.3403835280169
"CERS1;CERS1","CERS1",14.7875706647776,14.8832123818978,15.0313933925356,14.4435016926892,14.7943113918077,14.6841473505269,14.8950523155088,14.7468494595277,14.5104214842782,14.6013388409141,14.5842983014925,14.5712680195204,14.2993612089269,14.239359250723,14.7586460178694,14.7982704954289
"CERS2","CERS2",15.63477515414,16.4548996660277,15.6620320608267,16.113945824288,15.7184853824566,16.2311874436581,15.6862115019927,15.9408429668831,15.5339223090764,16.1595938062776,15.7315426418576,16.1731746368857,15.5389106913656,16.1980708962081,16.1390459405805,16.3709493575555
"CERS4","CERS4",11.990716920818,12.7252089765173,12.426294973807,12.3001416272714,12.3020907188636,12.3827310377492,12.376291686368,11.8200793556515,11.9510641797814,12.5491160079902,11.9199394429669,12.1533868076262,12.1042122627734,12.3742661173166,12.1714819845741,12.9430704402846
"CERS5","CERS5",12.4719849606073,12.32368420482,12.3967669789277,12.6707628122444,12.5795851739014,12.3838129030869,12.1391238727303,12.4021366838071,12.2014661127058,12.7123643749212,11.9648876092966,11.9623808316116,12.4584418372991,12.3449444964027,12.892617939651,12.2290823243354
"CERS5;CERS6","CERS5",14.3980706262875,14.0302306557896,14.5675784619376,13.7824249471818,14.1976745596783,14.0194169829442,14.3605778999581,13.8115040222517,14.2092452036751,14.0661367461075,14.0748144927994,13.4103098255716,14.3006359292156,13.5280456825827,14.6071819663922,13.5310889926893
"CERS6","CERS6",14.1417150446658,13.5479775901327,14.4425634454129,13.2643227808921,13.8543967848598,13.0687535256192,14.1025413771124,13.1570214075188,14.0031542905212,13.5618382830742,14.163726825705,13.2762043966893,14.1352442104334,13.2307678850545,14.0712405621782,13.2728420283907
"CERT1","CERT1",13.4954091687647,12.986297249185,13.6210777671959,13.0654190761229,13.5267010890451,13.3681089084487,13.6022843184437,13.5846864971999,13.6046042154562,13.2092028624335,13.5525965599762,13.1669659530425,13.603980278265,13.3460754447772,13.644314186355,13.0638284347819
"CERT1;CERT1","CERT1",14.2626825678167,14.1268165207169,14.7255256276662,14.2369426305653,14.4369975322814,14.3385604674595,14.69175429642,14.6096450202685,14.4747725381955,14.1715109428176,14.549810197085,14.0935594835958,14.5626748626462,14.1065534013189,14.4522647618295,14.0828866580458
"CES1","CES1",11.2996201580961,NA,NA,NA,12.5259147069822,11.9358685418784,NA,11.5938579388582,13.0550381791219,12.9362993075704,12.3183676873037,12.8124861921286,12.2995858176169,NA,12.3477680664763,NA
"CES1;CES1","CES1",16.5316559950648,16.3676239997941,14.3218095804727,15.8283095678174,16.2944960406984,16.8304176550436,14.9016962787792,15.628034639465,17.1236059055642,17.3154171614378,16.2158101533191,16.8388000793768,15.2880584974538,16.7522996746253,15.1921993859693,14.4947816440072
"CES1;CES1;CES1P1","CES1",13.5859160757619,13.6376888136229,11.3672903524799,13.6867630987832,12.8948758886971,13.8444881977131,11.8653528977612,12.9193522318615,13.6625555831881,13.7930965018294,13.0149599550888,14.0231249288673,12.1640380112515,13.6807456536542,10.968358001233,12.1643361824451
"CES1P1","CES1P1",14.7086849645669,14.7974780155113,12.6918390710285,14.3252506033507,14.8974494642287,15.4791579425337,13.4418639197884,14.3960613319348,15.9798353325109,16.0152964688479,14.7966719303029,15.4904954250422,13.7914287938355,15.4402307817995,13.517143571921,12.7055870190724
"CES2","CES2",10.4652492913016,NA,10.9830475566773,11.1625508053295,10.9897673530834,12.0548372628874,11.4520401412375,11.434587235977,11.1743178726749,11.1483881050664,11.4411139123037,11.5903527038056,11.7541940848208,11.5045436466187,10.7272470888119,NA
"CETN2","CETN2",14.7406029971004,14.6543590965834,14.3139988353927,14.7051768760289,14.7206805429351,14.4878855071894,14.340567922889,14.3438121597328,14.4560096149901,14.1300252006373,14.5625764678976,15.1756794440774,14.2893076725412,14.7069502673539,14.1280153667336,14.5801356647183
"CETN3","CETN3",12.2791281098312,12.7083939001731,12.2116563395514,12.3610965782394,12.2659350030739,12.1309018836162,11.980803709282,12.0647382134103,12.5760545434695,12.3601385404988,12.360848590496,12.6624081480171,12.2202510072553,12.3523588001459,12.1097890242746,11.8360463738299
"CFAP20","CFAP20",14.6564739710451,14.2792644587531,14.5091272554716,14.2792029490048,14.6440962584594,14.5004190591708,14.47097151798,14.6250326363549,14.4472405455993,14.232783155029,14.8309688382022,14.4280831579379,14.6823536597587,14.5482706431886,14.6460756173351,14.3274709341713
"CFAP298","CFAP298",NA,NA,9.75757168915649,NA,9.51717725268954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CFAP300;CFAP300","CFAP300",NA,13.9065336347095,12.6421825948621,NA,NA,NA,NA,13.4192010031334,NA,13.116428440906,12.5508922121643,NA,NA,NA,NA,14.1297337887158
"CFAP36","CFAP36",13.44462031937,13.5252834429139,13.2546229263425,13.1248529473045,13.3153695525973,13.598274535208,13.465828890515,13.3015220634029,13.4013803690163,13.132850587495,13.4364384123656,14.0122471155655,13.3274162224286,13.4745526539287,12.9754154241018,13.7780472968095
"CFAP410","CFAP410",13.6032680826783,13.9334058316146,13.8675529069235,14.1235901320356,13.9706286184872,14.3720157930738,13.9797923259642,14.2819019071784,13.8830641668174,14.0698710927181,14.1826941610244,14.1804453338955,13.9148509410403,14.1311078236004,13.4841916689712,14.3392596495605
"CFAP410;CFAP410","CFAP410",13.526651635588,14.2020382036579,13.769792216677,13.9903545569601,13.9381924759801,14.2870963866767,13.9082039212404,14.2266384376604,13.9855883049554,14.156278480643,14.203109306745,14.4487390194423,13.8696191552538,13.9125494193333,13.6220806819929,14.4548558368189
"CFAP57","CFAP57",NA,NA,NA,NA,NA,16.7671499122849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CFB","CFB",19.3779919865085,19.4648342680493,19.5078387341025,19.5908619052824,20.4261172920359,20.7791687129464,20.9228503406264,20.8583706954051,20.3814583033918,20.3878423714936,19.397041223373,19.3728642741792,20.1842508409208,19.0291956564489,18.276247888816,18.577043047566
"CFD","CFD",14.8840656068604,15.1297951190734,13.9894009642314,14.350011374157,14.6151029686053,15.354093356217,15.019404424191,14.8438299857081,15.1844789566523,15.4000423422245,15.1391666896835,15.1718861435432,15.8413565031232,15.1560330892338,15.5359574342114,15.014204910878
"CFDP1","CFDP1",14.6871367991708,14.8435289894862,14.4244836362964,14.7055479128446,14.7984489230267,14.6981936915629,14.3029258124813,14.5481573969242,14.7266282693925,14.4952832513398,14.498879330926,14.6189169052471,14.4945478095226,14.4673660621393,14.3431921002251,14.7204509640977
"CFH","CFH",17.9647062042139,18.8536301242544,18.3856292180751,18.9149010162657,18.837032495869,19.5501210326263,19.6414591105514,19.6484701671851,18.8733372748933,19.3381904853323,18.3472108499081,18.4223405079434,19.605451646415,18.7238357721716,18.77452607568,19.185824722534
"CFH;CFHR1","CFH",17.6369480182726,18.2303466061135,18.3023182128906,18.71780032006,18.7767564328737,19.2612248412898,19.2086308466386,19.1313314774701,18.0558179994871,18.3291390049621,18.1460339901941,18.4263119575281,19.1633130703116,18.0650339378404,18.0569570684296,18.4172054597539
"CFH;CFHR1;CFHR2;CFHR2","CFH",15.4924787455007,15.808898563885,16.3324705772605,16.3507157155879,16.4748843002819,16.8608683934859,17.3797873156127,17.1901753938057,16.1644161884786,16.311334291669,16.2603574577097,16.0459214623693,17.2062652643695,15.848509032705,15.773932848572,15.9566672779244
"CFHR1","CFHR1",NA,NA,13.0591677887824,13.73582042326,15.120297198969,15.2888786759469,13.9239377797254,13.9400991605597,NA,NA,13.3623080551006,13.1534886986656,14.3196182343031,12.2974529738974,NA,NA
"CFHR1;CFHR2;CFHR2","CFHR1",16.1438929795135,16.013406387864,17.4242852276533,17.4276337360862,17.7816741691353,17.5960996895557,18.0772745483381,17.581439341432,15.9029963372094,15.8005710656243,17.5038917420938,17.2238427890052,17.9704084593046,16.1370907132367,15.5947659228974,14.8352467309911
"CFHR2","CFHR2",12.9709858836811,13.4577143226755,13.2375655107871,13.5582567484213,14.0546636659718,14.1989636914632,14.3502416919542,14.1805308073445,13.7275602414671,14.1631164753037,13.5854524132138,13.1925433934191,13.8990574077482,13.4007060250144,13.0979152541565,NA
"CFHR3;CFHR3;CFHR4","CFHR3",12.6129698324642,NA,15.1902954831918,15.0832313801557,15.691890411779,15.7227672960294,14.4172449907647,13.9490959554137,NA,NA,13.624978179569,13.7643740238952,13.1345867533644,NA,NA,NA
"CFHR3;CFHR3;CFHR4;CFHR4","CFHR3",13.8598932795099,13.3173356470861,16.2502949156164,16.034055356493,17.1186379318997,16.7948883497177,15.3905584997237,14.9157398086572,13.054040088899,13.0937197601952,14.6966168873296,14.7559545726822,13.5929611777185,12.8023352096505,13.1770970222259,12.7158976593749
"CFHR4","CFHR4",NA,NA,12.0210800864364,NA,NA,NA,12.2511314621253,NA,NA,NA,12.5357320777142,NA,NA,NA,12.7821540144458,NA
"CFHR5","CFHR5",13.8042235063238,13.8887717829326,14.3481419470508,14.5107736491548,15.5955723283726,14.8431667670968,15.2112284390677,14.6356106380458,14.1843283282441,14.4816042330694,14.6593759857014,14.3615208438834,14.5010901079143,13.2151763357656,13.6055657185271,NA
"CFI","CFI",16.3286101729751,16.732474469076,17.2823987643299,17.3031124428261,17.5476659142371,18.0055604701983,18.1358608950568,18.0304923197009,17.9468260785273,17.9649583853192,17.0999598906459,17.0681620288898,17.9342426710826,16.615879924311,16.2849600012503,16.2004219251718
"CFL1","CFL1",19.1157224605876,19.1234107165249,18.8297128328132,18.7886586201612,19.2261201159281,19.2590907491496,19.2242029235098,19.6192270196475,19.0799738168016,18.9824767142446,18.6463631678859,19.367232560637,19.144872204764,19.2200114452483,19.4681087910534,19.2246255206218
"CFL1;CFL2;CFL2","CFL1",20.2289245489061,21.4348947189623,21.3552641111921,20.7478400447525,20.0199179847776,21.102852799352,20.8198797212979,21.3433784096037,21.6557951631413,20.8656684526213,20.8141091814153,20.8006386125236,21.1700154189207,20.8364593451159,20.4337563572214,20.7221829575355
"CFL2","CFL2",16.471073531808,17.7308798591968,16.5823275614843,17.0835046465714,16.6212467442433,17.6088612413796,16.7611302241955,17.4796781797925,16.5365481026738,17.3977913348251,16.5988518321973,17.42161036945,16.8792997537988,17.5794242117248,16.2917932108335,17.601302747329
"CFL2;DSTN","CFL2",19.0391351928544,19.0439121996325,18.9394473013733,19.5137839464888,19.0071240873413,19.5432248477501,19.1986663713258,19.7940848016285,19.0511525400566,19.2181419066288,18.9626580800706,19.1517267556531,19.1063944247574,19.1916809749178,19.0732528499985,19.7505152245958
"CFL2;CFL2","CFL2",16.3849334518172,17.8002834334583,16.6156927887545,16.8654219537625,16.7887663272097,17.768239747237,16.8221292405245,17.5061528795015,16.6112792389425,17.3209432543537,16.3591518349397,17.3531579433292,16.8290481309439,17.7129128174173,16.4315289124017,17.6405992857141
"CGGBP1","CGGBP1",14.1755510435136,14.0829653021888,13.9244454966807,13.7339150175389,13.9146667255019,13.3226550807099,13.6049483389033,13.9579632776009,14.0874458233754,13.573039723363,13.8623183969395,13.6954459993602,13.8253745901599,13.2834540574283,13.7052368758794,13.825477769355
"CGN","CGN",12.748039969906,13.2286843727916,12.8100571551723,13.1688615703757,12.9923282819646,13.4060821138766,12.7511045772647,12.537698826818,12.4890303061264,12.9840218224849,12.7013889173626,13.0654716404097,12.7230565011185,13.1033974066625,12.7245276784747,13.5101412514821
"CGNL1","CGNL1",13.4193434453337,13.4243800371651,13.3701134448079,14.2148873723231,13.6460039998815,14.0839292492866,13.2057815100417,13.4672949329348,13.6410787663531,14.1542281683134,13.5970746031839,14.2026054421559,13.4716450241493,14.2570237201285,13.0572100353468,11.7783124506182
"CGNL1;CGNL1","CGNL1",13.8255284611302,13.9674501927224,13.8772601818038,14.5876220017038,14.1316169787883,14.6749515261161,14.0341126115696,13.9306433080599,14.0600245744692,14.6330542827178,14.0874869562633,14.6581374106668,14.0411813286654,14.8854444108848,13.8392347996918,13.2100961133546
"CGREF1","CGREF1",11.2979402215547,NA,12.0951501358696,NA,11.9313696517264,NA,12.4173238628757,NA,11.4364139545839,NA,11.7947799678191,9.93952779351398,11.744859868714,NA,10.7080440099998,NA
"CHAC2","CHAC2",10.3756491740224,NA,11.1538180001302,10.8153122362938,11.3731261577589,10.8985938300502,11.6773761019225,NA,10.8896560581922,10.9487906325682,NA,10.9599150201104,NA,NA,11.2151568064949,NA
